yahoo_symbol,Scheme Name,AMC,Plan,Option
0P0001IK3M.BO,Mirae Asset Overnight Fund Regular Monthly IDCW,Mirae Asset Mutual Fund,Regular,IDCW
0P0001IK3L.BO,Mirae Asset Overnight Fund Regular Plan Growth,Mirae Asset Mutual Fund,Regular,Growth
,Mirae Asset Overnight Fund Regular Weekly IDCW,Mirae Asset Mutual Fund,Regular,IDCW
,NIPPON INDIA OVERNIGHT FUND - DAILY IDCW Option,Nippon India Mutual Fund,Unknown,IDCW
,NIPPON INDIA OVERNIGHT FUND - DIRECT Plan - DAILY IDCW Option,Nippon India Mutual Fund,Direct,IDCW
0P0001FB9F.BO,Nippon India Overnight Fund - Direct Plan - Growth Option,Nippon India Mutual Fund,Direct,Growth
0P0001FB9G.BO,NIPPON INDIA OVERNIGHT FUND - DIRECT Plan - MONTHLY IDCW Option,Nippon India Mutual Fund,Direct,IDCW
0P0001FB9H.BO,NIPPON INDIA OVERNIGHT FUND - DIRECT Plan - QUARTERLY IDCW Option,Nippon India Mutual Fund,Direct,IDCW
,NIPPON INDIA OVERNIGHT FUND - DIRECT Plan - WEEKLY IDCW Option,Nippon India Mutual Fund,Direct,IDCW
0P0001FB9N.BO,NIPPON INDIA OVERNIGHT FUND - MONTHLY IDCW Option,Nippon India Mutual Fund,Unknown,IDCW
0P0001FB9O.BO,NIPPON INDIA OVERNIGHT FUND - QUARTERLY IDCW Option,Nippon India Mutual Fund,Unknown,IDCW
0P0001FB9M.BO,Nippon India Overnight Fund - Regular Plan - Growth Option,Nippon India Mutual Fund,Regular,Growth
,NIPPON INDIA OVERNIGHT FUND - WEEKLY IDCW Option,Nippon India Mutual Fund,Unknown,IDCW
0P0001ORIY.BO,NJ Overnight Fund - Direct Plan - Growth Option,Unknown,Direct,Growth
0P0001ORIZ.BO,NJ Overnight Fund - Regular Plan - Growth Option,Unknown,Regular,Growth
,NJ Overnight Fund - Unclaimed Redemption Plan - Upto 3 Years,Unknown,Unknown,Unknown
,PGIM India Overnight Fund - Direct Plan - Daily Dividend Option,PGIM India Mutual Fund,Direct,IDCW
0P0001I7G7.BO,PGIM India Overnight Fund - Direct Plan - Growth Option,PGIM India Mutual Fund,Direct,Growth
0P0001I7G8.BO,PGIM India Overnight Fund - Direct Plan - Weekly Dividend Option,PGIM India Mutual Fund,Direct,IDCW
,PGIM India Overnight Fund - Regular Plan - Daily Dividend Option,PGIM India Mutual Fund,Regular,IDCW
0P0001I7GC.BO,PGIM India Overnight Fund - Regular Plan - Weekly Dividend Option,PGIM India Mutual Fund,Regular,IDCW
0P0001I7GB.BO,PGIM India Overnight Fund - Regular Plan- Growth Option,PGIM India Mutual Fund,Regular,Growth
0P0001Q6TY.BO,quant Overnight Fund - Growth Option - Direct Plan,Quant Mutual Fund,Direct,Growth
0P0001Q6U1.BO,quant Overnight Fund - Growth Option - Regular Plan,Quant Mutual Fund,Regular,Growth
0P0001Q6TZ.BO,quant Overnight Fund - IDCW Option - Direct Plan,Quant Mutual Fund,Direct,IDCW
0P0001Q6U2.BO,quant Overnight Fund - IDCW Option - Regular Plan,Quant Mutual Fund,Regular,IDCW
,quant Overnight Fund - Unclaimed IDCW Greater than 3 years,Quant Mutual Fund,Unknown,IDCW
,quant Overnight Fund - Unclaimed IDCW Less than 3 years,Quant Mutual Fund,Unknown,IDCW
,quant Overnight Fund - Unclaimed Redemption Greater than 3 years,Quant Mutual Fund,Unknown,Unknown
,quant Overnight Fund - Unclaimed Redemption Less than 3 years,Quant Mutual Fund,Unknown,Unknown
0P0001POR1.BO,Samco Overnight Fund - Direct Plan - Growth Option,Unknown,Direct,Growth
0P0001POR2.BO,Samco Overnight Fund - Regular Plan - Growth Option,Unknown,Regular,Growth
,Samco Overnight Fund - Unclaimed Redemption Upto 3 years,Unknown,Unknown,Unknown
,SBI Overnight Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),SBI Mutual Fund,Direct,IDCW
0P0000XVKI.BO,SBI OVERNIGHT FUND - DIRECT PLAN - GROWTH,SBI Mutual Fund,Direct,Growth
0P0000XVKJ.BO,SBI Overnight Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),SBI Mutual Fund,Direct,IDCW
,SBI Overnight Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),SBI Mutual Fund,Regular,IDCW
0P00005URS.BO,SBI OVERNIGHT FUND - REGULAR PLAN - GROWTH,SBI Mutual Fund,Regular,Growth
0P00005URR.BO,SBI Overnight Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),SBI Mutual Fund,Regular,IDCW
0P0001PKHQ.BO,Shriram Overnight Fund -  Direct Growth,Unknown,Direct,Growth
,Shriram Overnight Fund -  Regular Fortnightly IDCW,Unknown,Regular,IDCW
,Shriram Overnight Fund - Direct Daily IDCW,Unknown,Direct,IDCW
,Shriram Overnight Fund - Direct Fortnightly IDCW,Unknown,Direct,IDCW
0P0001PKHT.BO,Shriram Overnight Fund - Direct Monthly IDCW,Unknown,Direct,IDCW
,Shriram Overnight Fund - Regular Daily IDCW,Unknown,Regular,IDCW
0P0001PKHY.BO,Shriram Overnight Fund - Regular Growth,Unknown,Regular,Growth
0P0001PKI1.BO,Shriram Overnight Fund - Regular Monthly IDCW,Unknown,Regular,IDCW
,Shriram Overnight Fund - Regular Weekly IDCW,Unknown,Regular,IDCW
,Sundaram Overnight Fund Direct Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),Sundaram Mutual Fund,Direct,IDCW
,Sundaram Overnight Fund Direct Plan - Fortnightly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),Sundaram Mutual Fund,Direct,IDCW
0P0001H3BH.BO,Sundaram Overnight Fund Direct Plan - Growth,Sundaram Mutual Fund,Direct,Growth
,Sundaram Overnight Fund Direct Plan - Monthly Payout of Income Distribution cum Capital Withdrawal (IDCW),Sundaram Mutual Fund,Direct,IDCW
,Sundaram Overnight Fund Direct Plan - Monthly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),Sundaram Mutual Fund,Direct,IDCW
,Sundaram Overnight Fund Direct Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),Sundaram Mutual Fund,Direct,IDCW
,Sundaram Overnight Fund Regular Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),Sundaram Mutual Fund,Regular,IDCW
,Sundaram Overnight Fund Regular Plan - Fortnightly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),Sundaram Mutual Fund,Regular,IDCW
0P0001H3BN.BO,Sundaram Overnight Fund Regular Plan - Growth,Sundaram Mutual Fund,Regular,Growth
0P0001H3BO.BO,Sundaram Overnight Fund Regular Plan - Monthly Payout of Income Distribution cum Capital Withdrawal (IDCW),Sundaram Mutual Fund,Regular,IDCW
0P0001H3BP.BO,Sundaram Overnight Fund Regular Plan - Monthly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),Sundaram Mutual Fund,Regular,IDCW
,Sundaram Overnight Fund Regular Plan - Weekly Payout of Income Distribution cum Capital Withdrawal (IDCW),Sundaram Mutual Fund,Regular,IDCW
,TATA Overnight Fund Direct Plan - Daily Reinvestment of Income Distribution cum capital withdrawal option   ,Tata Mutual Fund,Direct,IDCW
,TATA Overnight Fund Regular Plan - Daily Reinvestment of Income Distribution cum capital withdrawal option   ,Tata Mutual Fund,Regular,IDCW
0P0001H3OK.BO,Tata Overnight Fund-Direct Plan-Growth,Tata Mutual Fund,Unknown,Unknown
0P0001H3OM.BO,Tata Overnight Fund-Regular Plan-Growth,Tata Mutual Fund,Unknown,Unknown
,TRUST MF OVERNIGHT FUND-DIRECT PLAN-DAILY IDCW REINVESTMENT,Unknown,Unknown,IDCW
0P0001O9O2.BO,TRUST MF OVERNIGHT FUND-DIRECT PLAN-GROWTH,Unknown,Unknown,Unknown
,TRUST MF OVERNIGHT FUND-REGULAR PLAN-DAILY IDCW REINVESTMENT,Unknown,Unknown,IDCW
0P0001O9O4.BO,TRUST MF OVERNIGHT FUND-REGULAR-GROWTH,Unknown,Unknown,Unknown
,Union Overnight Fund - Direct Plan - Daily IDCW Option,Unknown,Direct,IDCW
0P0001H5BB.BO,Union Overnight Fund - Direct Plan - Growth Option,Unknown,Direct,Growth
0P0001H5BC.BO,Union Overnight Fund - Direct Plan - Monthly IDCW Option,Unknown,Direct,IDCW
,Union Overnight Fund - Regular Plan - Daily IDCW Option,Unknown,Regular,IDCW
0P0001H5BK.BO,Union Overnight Fund - Regular Plan - Growth Option,Unknown,Regular,Growth
0P0001H5BL.BO,Union Overnight Fund - Regular Plan - Monthly IDCW Option,Unknown,Regular,IDCW
,Union Overnight Fund - Unclaimed Amounts Plan - IDCW Beyond 3 years,Unknown,Unknown,IDCW
,Union Overnight Fund - Unclaimed Amounts Plan - IDCW Upto 3 years,Unknown,Unknown,IDCW
,Union Overnight Fund - Unclaimed Amounts Plan - Redemption Beyond 3 years,Unknown,Unknown,Unknown
,Union Overnight Fund - Unclaimed Amounts Plan - Redemption Upto 3 years,Unknown,Unknown,Unknown
0P00005UYV.BO,UTI - Overnight  Fund - Regular Plan - Growth Option,UTI Mutual Fund,Regular,Growth
0P0000XY05.BO,UTI - Overnight Fund - Direct Plan - Growth Option,UTI Mutual Fund,Direct,Growth
,UTI Overnight Fund - Direct Plan - Daily IDCW,UTI Mutual Fund,Direct,IDCW
0P0000XXYG.BO,UTI Overnight Fund - Direct Plan - Periodic IDCW,UTI Mutual Fund,Direct,IDCW
,UTI Overnight Fund - Regular Plan - Daily IDCW,UTI Mutual Fund,Regular,IDCW
0P00005UYU.BO,UTI Overnight Fund - Regular Plan - Periodic IDCW,UTI Mutual Fund,Regular,IDCW
0P0001UWCY.BO,Zerodha Overnight Fund - Direct Plan - Growth Option,Unknown,Direct,Growth
0P0000XVY1.BO,Aditya Birla Sun Life Short Term Fund - DIRECT - IDCW,Aditya Birla Sun Life Mutual Fund,Direct,IDCW
0P0000XVY0.BO,Aditya Birla Sun Life Short Term Fund - Growth - Direct Plan,Aditya Birla Sun Life Mutual Fund,Direct,Growth
0P00005X1T.BO,Aditya Birla Sun Life Short Term Fund - Growth - Regular Plan,Aditya Birla Sun Life Mutual Fund,Regular,Growth
0P00005V3W.BO,Aditya Birla Sun Life Short Term Fund - REGULAR - IDCW,Aditya Birla Sun Life Mutual Fund,Regular,IDCW
0P0000N0I3.BO,Aditya Birla Sun Life Short Term Fund - REGULAR - Quarterly IDCW,Aditya Birla Sun Life Mutual Fund,Regular,IDCW
0P0000XVXZ.BO,Aditya Birla Sun Life Short Term Fund-Quarterly-IDCW-Direct,Aditya Birla Sun Life Mutual Fund,Unknown,Unknown
0P0000XVUL.BO,Axis Short Duration Fund - Direct Plan - Growth Option,Axis Mutual Fund,Direct,Growth
0P0000XY0D.BO,Axis Short Duration Fund - Direct Plan - Monthly IDCW,Axis Mutual Fund,Direct,IDCW
0P00015F9J.BO,Axis Short Duration Fund - Direct Plan - Regular IDCW,Axis Mutual Fund,Regular,IDCW
0P0000XVUJ.BO,Axis Short Duration Fund - Direct Plan - Weekly IDCW,Axis Mutual Fund,Direct,IDCW
,Axis Short Duration Fund - Regular Plan - Bonus Option,Axis Mutual Fund,Regular,Unknown
0P0000N3LN.BO,Axis Short Duration Fund - Regular Plan - Growth Option,Axis Mutual Fund,Regular,Growth
0P0000N3LO.BO,Axis Short Duration Fund - Regular Plan - Monthly IDCW,Axis Mutual Fund,Regular,IDCW
0P00015EJ7.BO,Axis Short Duration Fund - Regular Plan - Regular IDCW,Axis Mutual Fund,Regular,IDCW
0P0000N9WI.BO,Axis Short Duration Fund - Regular Plan - Weekly IDCW,Axis Mutual Fund,Regular,IDCW
0P0000NG9D.BO,Axis Short Duration Fund - Retail Plan - Growth Option,Axis Mutual Fund,Unknown,Growth
0P0000NG9E.BO,Axis Short Duration Fund - Retail Plan - Monthly IDCW,Axis Mutual Fund,Unknown,IDCW
0P0000NG9F.BO,Axis Short Duration Fund - Retail Plan - Weekly IDCW,Axis Mutual Fund,Unknown,IDCW
0P0001ILBR.BO,Bandhan Short Duration Fund - Direct Plan - Annual IDCW,Bandhan Mutual Fund,Direct,IDCW
0P0000XV1D.BO,Bandhan Short Duration Fund - Direct Plan - Fortnightly IDCW,Bandhan Mutual Fund,Direct,IDCW
0P0000XV1C.BO,Bandhan Short Duration Fund - Direct Plan - Growth,Bandhan Mutual Fund,Direct,Growth
0P0000XV1F.BO,Bandhan Short Duration Fund - Direct Plan - Monthly IDCW,Bandhan Mutual Fund,Direct,IDCW
0P000148OG.BO,Bandhan Short Duration Fund - Direct Plan - Periodic IDCW,Bandhan Mutual Fund,Direct,IDCW
0P0001DC8B.BO,Bandhan Short Duration Fund - Direct Plan - Quarterly IDCW,Bandhan Mutual Fund,Direct,IDCW
,Bandhan Short Duration Fund - Plan B - Fortnightly Dividend,Bandhan Mutual Fund,Unknown,IDCW
,Bandhan Short Duration Fund - Plan C  - Fortnightly Dividend,Bandhan Mutual Fund,Unknown,IDCW
,Bandhan Short Duration Fund - Plan C  - Growth,Bandhan Mutual Fund,Unknown,Growth
,Bandhan Short Duration Fund - Plan C  - Monthly Dividend,Bandhan Mutual Fund,Unknown,IDCW
,Bandhan Short Duration Fund - Plan D - Growth,Bandhan Mutual Fund,Unknown,Growth
,Bandhan Short Duration Fund - Plan D - Monthly Dividend,Bandhan Mutual Fund,Unknown,IDCW
,Bandhan Short Duration Fund - Plan D- Fortnightly Dividend,Bandhan Mutual Fund,Unknown,IDCW
0P0001DC8F.BO,Bandhan Short Duration Fund - Regular Plan - Annual IDCW,Bandhan Mutual Fund,Regular,IDCW
0P00009NHB.BO,Bandhan Short Duration Fund - Regular Plan - Fortnightly IDCW,Bandhan Mutual Fund,Regular,IDCW
0P000159AM.BO,Bandhan Short Duration Fund - Regular Plan - Periodic IDCW,Bandhan Mutual Fund,Regular,IDCW
0P0001DC8D.BO,Bandhan Short Duration Fund - Regular Plan - Quarterly IDCW,Bandhan Mutual Fund,Regular,IDCW
0P0000XVZP.BO,BANK OF INDIA Short Term Income Fund-Direct Plan- Growth,Bank of India Mutual Fund,Unknown,Growth
0P0000Y1QB.BO,BANK OF INDIA Short Term Income Fund-Direct Plan- Monthly IDCW,Bank of India Mutual Fund,Unknown,IDCW
0P00017EM3.BO,BANK OF INDIA Short Term Income Fund-Direct Plan- Quarterly IDCW,Bank of India Mutual Fund,Unknown,IDCW
0P0000JXHI.BO,BANK OF INDIA Short Term Income Fund-Regular Plan- Growth,Bank of India Mutual Fund,Unknown,Growth
0P0000JXHJ.BO,BANK OF INDIA Short Term Income Fund-Regular Plan- Monthly IDCW,Bank of India Mutual Fund,Unknown,IDCW
0P0000K0MQ.BO,BANK OF INDIA Short Term Income Fund-Regular Plan- Quarterly IDCW,Bank of India Mutual Fund,Unknown,IDCW
0P0000XWB3.BO,Baroda BNP Paribas Short Duration Fund - Direct Plan - Growth Option,Unknown,Direct,Growth
0P0000XVVF.BO,Baroda BNP Paribas Short Duration Fund - Direct Plan - Monthly IDCW Option,Unknown,Direct,IDCW
0P0001ACL2.BO,Baroda BNP Paribas Short Duration Fund - Direct Plan - Quarterly IDCW,Unknown,Direct,IDCW
0P0000OPMP.BO,Baroda BNP Paribas Short Duration Fund - Regular Plan - Growth Option,Unknown,Regular,Growth
0P0000OPMQ.BO,Baroda BNP Paribas Short Duration Fund - Regular Plan - Monthly IDCW Option,Unknown,Regular,IDCW
0P0001ABQ1.BO,Baroda BNP Paribas Short Duration Fund - Regular Plan - Quarterly IDCW,Unknown,Regular,IDCW
0P0000XW17.BO,CANARA ROBECO SHORT DURATION FUND - DIRECT PLAN - GROWTH OPTION,Canara Robeco Mutual Fund,Direct,Growth
0P0000XW18.BO,CANARA ROBECO SHORT DURATION FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment),Canara Robeco Mutual Fund,Direct,IDCW
0P0000XW19.BO,CANARA ROBECO SHORT DURATION FUND - DIRECT PLAN - QUARTERLY IDCW (Payout/Reinvestment),Canara Robeco Mutual Fund,Direct,IDCW
0P0000TFOY.BO,CANARA ROBECO SHORT DURATION FUND - REGULAR PLAN - GROWTH OPTION,Canara Robeco Mutual Fund,Regular,Growth
0P0000TFOZ.BO,CANARA ROBECO SHORT DURATION FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment),Canara Robeco Mutual Fund,Regular,IDCW
0P0000TFP0.BO,CANARA ROBECO SHORT DURATION FUND - REGULAR PLAN - QUARTERLY IDCW (Payout/Reinvestment),Canara Robeco Mutual Fund,Regular,IDCW
0P0000XW2I.BO,DSP Short Term Fund - Direct Plan - Growth,DSP Mutual Fund,Direct,Growth
0P0000XW2H.BO,DSP Short Term Fund - Direct Plan - IDCW,DSP Mutual Fund,Direct,IDCW
0P0000XW2J.BO,DSP Short Term Fund - Direct Plan - IDCW - Monthly,DSP Mutual Fund,Direct,IDCW
,DSP Short Term Fund - Direct Plan - IDCW - Weekly,DSP Mutual Fund,Direct,IDCW
0P00005VA8.BO,DSP Short Term Fund - IDCW - Monthly,DSP Mutual Fund,Unknown,IDCW
0P00005VA6.BO,DSP Short Term Fund - Regular Plan - Growth,DSP Mutual Fund,Regular,Growth
0P00005VA7.BO,DSP Short Term Fund - Regular Plan - IDCW,DSP Mutual Fund,Regular,IDCW
0P00005VAA.BO,DSP Short Term Fund - Regular Plan - Regular Plan - IDCW - Weekly,DSP Mutual Fund,Regular,IDCW
,Franklin India Short Tem Income Plan - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct Retail Plan Growth Option,Franklin Templeton Mutual Fund,Direct,Growth
,Franklin India Short Term Income Plan -  Retail Plan - Direct - Monthly - IDCW,Franklin Templeton Mutual Fund,Direct,IDCW
,Franklin India Short Term Income Plan -  Retail Plan - Direct - Quarterly - IDCW,Franklin Templeton Mutual Fund,Direct,IDCW
,Franklin India Short Term Income Plan -  Retail Plan - Direct - Weekly - IDCW,Franklin Templeton Mutual Fund,Direct,IDCW
,Franklin India Short Term Income Plan -  Retail Plan - Monthly - IDCW,Franklin Templeton Mutual Fund,Unknown,IDCW
,Franklin India Short Term Income Plan -  Retail Plan - Quarterly - IDCW,Franklin Templeton Mutual Fund,Unknown,IDCW
,Franklin India Short Term Income Plan -  Retail Plan - Weekly - IDCW,Franklin Templeton Mutual Fund,Unknown,IDCW
,Franklin India SHORT TERM INCOME PLAN - Direct - GROWTH,Franklin Templeton Mutual Fund,Direct,Growth
,Franklin India Short Term Income Plan - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Institutional Plan Growth Option,Franklin Templeton Mutual Fund,Unknown,Growth
,Franklin India Short Term Income Plan - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Retail Plan Growth Option,Franklin Templeton Mutual Fund,Unknown,Growth
,Franklin India Short term Income Plan- Institutional Plan- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Option,Franklin Templeton Mutual Fund,Unknown,Unknown
,Franklin India Short term Income Plan- Retail Plan- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct-Growth Option,Franklin Templeton Mutual Fund,Unknown,Unknown
,Franklin India Short term Income Plan- Retail Plan- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Option,Franklin Templeton Mutual Fund,Unknown,Unknown
,Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct- Monthly Dividend Option,Franklin Templeton Mutual Fund,Unknown,IDCW
,Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct- Quarterly Dividend Option,Franklin Templeton Mutual Fund,Unknown,IDCW
,Franklin India Short Term Income Plan- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Monthly Dividend Option,Franklin Templeton Mutual Fund,Unknown,IDCW
,Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Quarterly Dividend Option,Franklin Templeton Mutual Fund,Unknown,IDCW
,Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Direct Monthly - IDCW,Franklin Templeton Mutual Fund,Direct,IDCW
,Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Direct Quarterly - IDCW,Franklin Templeton Mutual Fund,Direct,IDCW
,Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Direct Weekly - IDCW,Franklin Templeton Mutual Fund,Direct,IDCW
,Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Monthly - IDCW,Franklin Templeton Mutual Fund,Unknown,IDCW
,Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Quarterly - IDCW,Franklin Templeton Mutual Fund,Unknown,IDCW
,Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Weekly - IDCW,Franklin Templeton Mutual Fund,Unknown,IDCW
,Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct Monthly - IDCW,Franklin Templeton Mutual Fund,Direct,IDCW
,Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct Quarterly - IDCW,Franklin Templeton Mutual Fund,Direct,IDCW
,Franklin India Short Term Income Plan- Retail Plan-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Monthly - IDCW,Franklin Templeton Mutual Fund,Unknown,IDCW
,Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Quarterly - IDCW,Franklin Templeton Mutual Fund,Unknown,IDCW
,Franklin India Short term Income Plan-Institutional Plan- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Option,Franklin Templeton Mutual Fund,Unknown,Unknown
,Franklin India Short-term Income Plan- Retail Plan - Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct- Growth Option,Franklin Templeton Mutual Fund,Unknown,Growth
,Franklin India Short-Term Income Plan- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Option,Franklin Templeton Mutual Fund,Unknown,Unknown
,Franklin India Short-term Income Plan- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Weekly Dividend Option,Franklin Templeton Mutual Fund,Unknown,IDCW
,Franklin India Short-term Income Plan- Retail Plan-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Weekly - IDCW,Franklin Templeton Mutual Fund,Unknown,IDCW
,Franklin India Short-Term Income Plan-Growth,Franklin Templeton Mutual Fund,Unknown,Unknown
,Franklin India Short-Term Income Plan-Institutional Plan - Growth,Franklin Templeton Mutual Fund,Unknown,Growth
,Franklin India Short-Term Income Plan-Institutional Plan - Monthly Dividend,Franklin Templeton Mutual Fund,Unknown,IDCW
,Franklin India Short-term Income Plan-Retail Plan- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Weekly Dividend Option,Franklin Templeton Mutual Fund,Unknown,IDCW
,Franklin India Short-term Income Plan-Retail Plan-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct Weekly - IDCW,Franklin Templeton Mutual Fund,Direct,IDCW
,Franklin India Short-Term Income Plan-Weekly Bonus,Franklin Templeton Mutual Fund,Unknown,Unknown
0P0000ZK6S.BO,Groww Short Term Fund (formerly known as Indiabulls Short Term Fund )- Regular Plan - Growth Option,Unknown,Regular,Growth
0P0000ZK6V.BO,Groww Short Term Fund (formerly known as Indiabulls Short Term Fund) - Direct Plan - Growth Option,Unknown,Direct,Growth
